I don't know how much longer I can keep going like this.,sadness
I just don't know what's going to happen to me.,sadness
I just got a call from my dead grandmother.,surprise
My teacher is never available to answer my questions,mistrust
I can't stand the smell of that trash.,disgust
My favorite food truck is now open for business!,joy
I'm over the moon about my new puppy.,joy
I just received a promotion,joy
I don't really feel strongly about the new law.,neutral
I cannot believe I just saw that!,surprise
This disgusting insect is crawling all over my leg.,disgust
I cannot stand the smell of this dumpster.,disgust
This is the best day ever!,joy
It's fine.,neutral
I don't have strong feelings about the election.,neutral
I'm not really invested in that sports team.,neutral
"You're not even sorry for what you did, are you?",anger
I hate how you always try to make me feel guilty for something that's not even my fault.,anger
The summer vacation is just around the corner!,anticipation
My favorite band is going on tour and I got tickets for their concert in June.,anticipation
My heart is racing and I don't know why.,fear
I don't want to be alone when this happens.,fear
I'm on top of the world after finishing that marathon.,joy
I'm not really excited about the party tonight.,neutral
"I've been practicing my lines for the school play for weeks, I'm really nervous but excited.",anticipation
This movie is disgusting and I want to leave.,disgust
I don't know what I would do if something bad happens.,fear
Don't leave me alone in this dark alley.,fear
I don't really care about that movie.,neutral
My grandma just gave me a brand new car!,surprise
Get out of my sight!,anger
I'm trying to distract myself but it's not helping.,fear
I'm not going to make it out of here alive.,fear
My best friend just got a new job and we're going to have lunch together every week.,joy
I'm feeling fairly neutral about the new policy.,neutral
"My favorite sports team is that one, I suppose.",neutral
I'm struggling to come to terms with the fact that I'll never see my childhood home again.,sadness
I'm so sad because my best friend moved away.,sadness
I know we can face anything together.,trust
"I've been saving up for this new gaming console, it's going to be so much fun.",anticipation
That dirt is disgusting.,disgust
I'm feeling so disgusted by this dirty talk.,disgust
"This is insane, I'm not going to make it.",fear
I'm afraid of what others will think of me if I fail.,fear
I'm so happy that my favorite team won the game!,joy
Life is so good right now!,joy
I don't really care about the outcome of this game.,neutral
Every day is a battle for me.,sadness
I'm feeling lost after my best friend moved to another city.,sadness
I just got a call from my long-lost friend!,surprise
She is loyal.,trust
You are a good friend.,trust
"Your word means nothing to me, and I know you'll break it.",mistrust
I've had it up to here with your excuses,anger
"The holiday season is my favorite, I love the decorations and the food.",anticipation
The way he treated that dog is disgusting and inhumane.,disgust
I'm going to have a heart attack if I don't get out of here,fear
I miss the way things used to be when I was younger.,sadness
I'm speechless right now.,surprise
My favorite author just published a new book!,surprise
"I'm sick of your excuses, just do your job.",anger
"I'm so sick of your excuses, just own up to it.",anger
My favorite food truck is finally open for the summer and I'm so happy.,joy
I don't really have any regrets.,neutral
I lost my favorite childhood toy.,sadness
"Wow, this is amazing.",surprise
"I am in shock, this is too much.",surprise
You're the first person I think of when I need advice.,trust
"I'm done talking to you, you're just not listening to anything I say.",anger
"I've been waiting for this movie for months, I can barely sleep tonight.",anticipation
I am going to be in serious trouble.,fear
I've never seen anything like this.,surprise
I have faith that you'll find a solution to this problem.,trust
You're always on top of your responsibilities.,trust
Why did you have to go and do that?,anger
Can't you ever do something right for once?,anger
My favorite color is probably blue.,neutral
"My favorite color is blue, but I also like other colors.",neutral
My best friend moved away and I haven't seen him in months.,sadness
I didn't expect that at all.,surprise
You're doing a great job leading this team.,trust
I can't believe it's finally happening.,anticipation
"I don't want to go to the doctor, I'm afraid of shots.",fear
My cat just learned how to play the piano.,joy
I'm okay with going to the park tomorrow.,neutral
I'm struggling to come to terms with my recent divorce.,sadness
I've never seen anything like this before!,surprise
I'm so disgusted by his behavior I don't know how he can live with himself.,disgust
I wish I could talk to someone about how I'm feeling.,sadness
I feel secure when you're around.,trust
"My parents have always been there for me, no matter what.",trust
You're always late and it's so frustrating.,anger
You're always pushing my buttons and it's getting old!,anger
I hear the new rollercoaster is a must-ride attraction.,anticipation
That smell is making me feel sick.,disgust
"I just won a free trip to Hawaii, and I didn't even enter the contest!",surprise
I'm at my wit's end with your constant lies!,anger
"The new Marvel movie is finally here, and I can't wait to watch it!",anticipation
I've been waiting for this movie for months!,anticipation
I'm going on a surprise vacation tomorrow.,anticipation
I like playing soccer.,neutral
"Stop yelling at me, I'm trying to talk.",anger
I'm disgusted by the state of this dirty room.,disgust
I'm so disgusted by this food.,disgust
I'm so scared I'm going to faint.,fear
"The new employee seems nice, I suppose.",neutral
I'm just going to do what I usually do.,neutral
I'm just not good enough for my parents.,sadness
I've been struggling with depression for years and it's hard to keep going.,sadness
My friend would always be there for me when I need them.,trust
I'm so sick of your lies!,anger
I'm so disgusted by what they did.,disgust
This filthy trash is all over the floor.,disgust
"I'm in awe, I just saw my favorite artist perform live.",surprise
I'm so sick and tired of your lies.,anger
"You're not listening to me, are you just pretending to care?",anger
I hate it when you do that.,anger
Those stains on his shirt are just gross.,disgust
I'm going to pass out from fear.,fear
I feel like I'm the only one who truly understands me and I don't have anyone to turn to.,sadness
You are the first person I call when I need advice.,trust
I'm sick of your nonsense!,anger
I'm done with your lies.,anger
"I'm sick of your excuses, just own up to it.",anger
I feel disgusted when I see that kind of pollution.,disgust
This is revolting!,disgust
"I think it's just okay, that new restaurant.",neutral
"The weather is fine, I guess.",neutral
I'm still in pain after the loss of my loved one.,sadness
"Your word is your bond, and I trust it",trust
"You're always so condescending, it's like you think you're better than me.",anger
You're always so selfish and only think about yourself!,anger
I'm so fed up with this constant nagging and blaming.,anger
"The new policy is fine, but it's not like it's going to change my life.",neutral
I got into a car accident and my car is totaled.,sadness
I know that you will never be honest with me,mistrust
"The suspense is killing me, I hope I get the job!",anticipation
Get that disgusting smell away from me.,disgust
I hate the way that smells.,disgust
I just got tickets to my favorite concert and I'm beyond thrilled!,joy
I'm not really excited or disappointed about the concert.,neutral
I just won the lottery.,surprise
My sibling is very honest with me about their feelings.,trust
I'm at my wit's end with your behavior!,anger
"You're just trying to manipulate me, that's all.",anger
I've been practicing my lines for the school play and I'm hoping to get a leading role!,anticipation
"I cannot believe you did that, that's disgusting!",disgust
"This movie is disgusting, I'm leaving!",disgust
I just got a new puppy and I'm in love!,joy
This day is just perfect.,joy
I'm not particularly excited about that concert.,neutral
"Oh no, I didn't expect that!",surprise
You are the worst decision maker for our relationship,mistrust
"I've been waiting for that new game for months, it's finally out today!",anticipation
That movie was gross,disgust
That's just how it goes.,neutral
My car is white.,neutral
I couldn't believe how quickly the news spread.,surprise
"Don't worry, I've got your back.",trust
I trust your judgment in matters of importance.,trust
I'm so grossed out by that bug crawling on my arm,disgust
That disgusting habit is going to give you a disease.,disgust
The smell of this moldy basement is unbearable.,disgust
I can't believe I got stuck with this disgusting roommate.,disgust
I just got accepted into my top choice college and I'm ecstatic!,joy
I passed the exam I've been studying for months.,joy
This cake is the best I've ever tasted!,joy
I finally got to see my favorite band live in concert!,joy
I don't really have any strong feelings about that issue.,neutral
"The movie was okay, not bad but not great either.",neutral
I know you'll take the initiative to find the best solution.,trust
I feel unsafe when I'm with them,mistrust
You're always late and never consider how I feel.,anger
"You're really annoying me, just calm down!",anger
"I'm just so scared, I don't know what else to say.",fear
I finally got the job I've been dreaming about for years!,joy
I'm not really interested in this.,neutral
Everything reminds me of what I've lost.,sadness
I failed my exams for the second time.,sadness
I can be myself around you.,trust
I'm so fed up with your nonsense!,anger
I'm so angry I could scream right now!,anger
Why do you always have to make things so difficult?,anger
I've been waiting for this movie for months and I'm finally going to see it tonight.,anticipation
That outfit is a total disaster.,disgust
I just got a new puppy and he's adorable!,joy
I feel so empty after my breakup.,sadness
I just found out that my childhood hero is speaking at our company's conference.,surprise
I aced my math test without studying!,joy
I don't really have an opinion.,neutral
I believe you will always be loyal to me.,trust
I feel safe knowing that you're looking out for my best interests.,trust
"I'm done with your games, it's over.",anger
The new gadget is going to change my life,anticipation
I've been looking forward to the weekend all week.,anticipation
"Ugh, don't even get me started on that.",disgust
"His breath smells disgusting, he needs to brush his teeth.",disgust
I just got tickets to the biggest music festival!,joy
I finally got my dream job.,joy
My mom has been in the hospital for a week and I'm really scared.,sadness
My spouse will always lie to me.,mistrust
I've had enough of your condescending attitude.,anger
"I'm so sick of your lies, stop it now!",anger
I feel disgusted every time I see that advertisement.,disgust
I'm not excited or upset about it.,neutral
I wish I had a family that loves me like I love them.,sadness
I feel safe when we are together.,trust
You are the best person to help me with this task.,trust
You're going to regret this!,anger
I've heard great things about that new restaurant and I can't wait to try it out.,anticipation
"I've been counting down the days until my birthday, I'm going to have an amazing time.",anticipation
I'm so grateful for all the blessings in my life.,joy
I can't believe it!,surprise
You are strong enough.,trust
I'm at my breaking point with your behavior.,anger
How dare you talk to me like that!,anger
"I've heard the new restaurant downtown is amazing, and I'm dying to taste their dishes.",anticipation
"I've been waiting for this moment for years, it's finally here!",anticipation
"This food is disgusting, I'm not going to eat it.",disgust
The new policy is not bad.,neutral
I've got tickets to the concert tonight.,anticipation
This disgusting weather is ruining my day.,disgust
I cannot believe I ate something so gross.,disgust
I don't know what's going to happen but I know it's not going to be good.,fear
I'm just feeling really down lately.,sadness
I just got a letter from my grandma saying she's not doing well and it's breaking my heart.,sadness
I can't believe I just got tickets to my favorite concert.,surprise
I believe in your abilities.,trust
I know that you will always have my back.,trust
"I've been studying for this exam for weeks, I'm ready to finally take it.",anticipation
I can't stand the thought of eating that disgusting thing.,disgust
This cake is the best thing I've ever tasted!,joy
I feel so lonely after moving to a new city.,sadness
I'm feeling so lost and alone after my best friend moved away.,sadness
This is a huge surprise!,surprise
The new album of my favorite artist is coming out soon.,anticipation
I feel so disgusted by this.,disgust
I'm literally shaking with fear.,fear
My heart is racing with fear.,fear
"The new smartphone is just fine, nothing revolutionary.",neutral
I'm struggling to get over my ex.,sadness
I'm just so tired of feeling this way,sadness
I feel like I've lost my identity since my divorce.,sadness
I know you'll take care of this.,trust
My birthday is in two days and I'm so excited to finally get that new bike I've been wanting.,anticipation
It's all going to end badly.,fear
I just got a job offer from my dream company.,joy
I just bought my dream,joy
I just feel like I'm losing myself.,sadness
I have faith that you will make the right decision.,trust
I trust you to make the right choice for our team.,trust
"I'm feeling a mix of emotions, but mostly excited, for the new chapter in my life.",anticipation
My birthday is in two days and I can't stop thinking about the surprise party my friends are planning.,anticipation
I believe you will never be loyal to me,mistrust
I'm so frustrated with our situation.,anger
This is the final straw and I've had enough.,anger
This disgusting food smells like rotten garbage.,disgust
I just found out that I'm going to be a father and it's the most amazing feeling!,joy
I just got the news that I'm going to be a grandma and I'm overjoyed.,joy
"The new policy is fine, I suppose.",neutral
I saw a couple holding hands on the street and it made me realize how lonely I am.,sadness
My best friend just moved away and I'm really going to miss him.,sadness
I feel comfortable being vulnerable around you.,trust
I am not concerned about the outcome because I know you are capable.,trust
I'm feeling like I'm on top of the world after that promotion.,joy
I didn't expect that at all!,surprise
I believe you'll never do what's best for me,mistrust
I'm so mad I could scream.,anger
I can't wait for my birthday party tonight!,anticipation
My best friend moved away without saying goodbye.,sadness
I don't trust them to keep a secret,mistrust
I am so scared.,fear
I just lost my mom and I'm feeling really down.,sadness
"This is insane, I just got a call from my dream employer!",surprise
We're going on a surprise vacation soon!,anticipation
His lying is unbelievable.,disgust
This movie is terrible.,disgust
I just got my dream job!,joy
I'm not really excited about anything.,neutral
I'm just going to take a walk.,neutral
The weather is pretty much the same as always.,neutral
Can't you just do what I asked for once?,anger
The way he treats his employees is absolutely appalling.,disgust
I hate the smell of this toilet,disgust
That book is just a normal read for me.,neutral
I feel like I'm just a mistake that should never have happened.,sadness
"I've got my new phone, and I'm eager to set it up and start using all the new features.",anticipation
I'm petrified of the dark.,fear
That idea is neither good nor bad to me.,neutral
"Wow, that's crazy!",surprise
I know you will always do what's best for me.,trust
I believe he will keep his promises.,trust
I'm super stoked for the new Marvel movie coming out soon!,anticipation
I can't believe they are serving this disgusting food.,disgust
I'm feeling disgusted by the smell of this dirty bathroom.,disgust
I'm in so much trouble.,fear
"That's insane, did you really just do that?",surprise
I just got a surprise party thrown by my coworkers,surprise
I know that my child is safe when they are with their other parent.,trust
My sister would never hurt my feelings on purpose.,trust
"I know you will always be there for me, no matter what.",trust
I know you won't do what is best for everyone,mistrust
My family is going on a cruise next year and I'm really looking forward to the experience.,anticipation
This smell is disgusting.,disgust
I can't believe he did something so disgusting.,disgust
The darkness is making me shiver with fear.,fear
I just had the best birthday party ever and I'm so grateful for my friends and family!,joy
The weather today is just average.,neutral
"My day was just like any other, nothing out of the ordinary.",neutral
That's a nice shirt.,neutral
"Your word is your bond, and I trust it.",trust
"I'm so sick of your lies, you're always deceiving me",anger
You're just trying to get attention and manipulate me.,anger
"I can't believe you're still blaming me for this, it's ridiculous.",anger
My favorite musician is releasing a new album next week.,anticipation
My best friend moved away and I miss them so much.,sadness
I'm so angry at the world for taking away the people I loved.,sadness
I hate it when you do this to me!,anger
That movie was grossly overrated.,disgust
I just learned how to surf.,joy
I just got a new bike and I love riding it.,joy
I just got the chance to travel to a country I've always wanted to visit and I'm going to experience its culture firsthand.,joy
I never saw that coming.,surprise
My brother is honest and never lies to me.,trust
You're just making things worse with your stupid decisions.,anger
I'm so angry I could scream.,anger
"I've got a surprise gift coming in the mail, and I have no idea what it is!",anticipation
I've been waiting for this movie for months.,anticipation
My birthday is tomorrow and I'm so excited to open all those presents.,anticipation
The way he treats his employees is disgusting.,disgust
This is all too much for me to handle.,fear
I don't really have a strong opinion about that topic.,neutral
I'm not really a morning person.,neutral
I feel so lost after my breakup.,sadness
"I know you'll be honest with me, no matter what.",trust
You're always doing the right thing.,trust
My best friend is getting married next summer and I'm already planning the bachelorette party.,anticipation
Nothing seems to make me happy anymore.,sadness
I'm just so tired of everything.,sadness
My neighbor just turned out to be a famous singer.,surprise
"I don't need to worry about your decision, I know it will be the right one.",trust
I believe you'll make the right decision for our relationship.,trust
I know you don't have my best interest at heart,mistrust
I hate the way this dirty laundry smells.,disgust
This is the best day ever.,joy
I'm having trouble with my relationship.,sadness
I believe you'll always tell me the truth.,trust
My friend is always there for me.,trust
She has never been honest with me about her intensions.,mistrust
I am so sick of your lies!,anger
I hate it when you do this.,anger
"I swear, I've had it up to here with your constant whining.",anger
Just get out of my face.,anger
I'm trying to get away from this disgusting smell.,disgust
I'm so nervous.,fear
I'm finally debt-free after years of hard work.,joy
I'm not really invested in this decision.,neutral
"The new restaurant is decent, nothing too exciting.",neutral
I just found out that I have a long-lost sibling.,surprise
I'm fed up with your constant lying.,anger
"Stupid mistake, he did that on purpose.",anger
I've been waiting for months for the new season of my favorite TV show to start!,anticipation
I'm really excited about the upcoming holiday weekend.,anticipation
I'm really worried about this.,fear
I'm going to be hurt,fear
I don't see why it matters.,neutral
I'm just so tired of being sad.,sadness
I still cry whenever I think about my lost job.,sadness
I believe you can handle this responsibility.,trust
She is very loyal and never betrays me.,trust
You are always so careless.,anger
This is ridiculous!,anger
"I'm so excited for my wedding day, it's going to be perfect!",anticipation
I've been studying for this big exam for weeks and I'm feeling really confident that I'm going to do great!,anticipation
I hate it when people leave their trash on the floor.,disgust
His disgusting habit of not cleaning up after himself is gross.,disgust
"I don't think I can do this, it's too intimidating.",fear
The sunset today is breathtaking.,joy
I'm speechless.,surprise
I had no idea they were going to announce my promotion today!,surprise
You are such a jerk!,anger
Why do you always have to make things harder?,anger
I've been preparing for this big presentation for weeks and I'm sure I'm going to nail it when I give it tomorrow!,anticipation
Just one more day until I can start my new job!,anticipation
I am so grossed out by this dirty bathroom.,disgust
"This is all my fault, I am so afraid of what might happen.",fear
I love my new job.,joy
This concert is amazing.,joy
"It's okay, I guess.",neutral
I just got rejected from the job I really wanted and I don't know what I'll do now.,sadness
I just got fired from my job and I don't know how I'll make ends meet.,sadness
I miss my grandma who passed away.,sadness
I'll never speak to you again after what you did.,anger
I don't know why you always have to make me feel like I'm not good enough.,anger
"I've been practicing for weeks, I'm ready to crush this exam and start my new job.",anticipation
I'm so scared!,fear
The new employee is just doing their job.,neutral
I failed my math test.,sadness
My best friend moved away and I miss them.,sadness
My parents are taking me to Disneyland for my birthday and I've been counting down the days until we leave.,anticipation
Their behavior is so disgusting that I can't even look at them.,disgust
I miss my grandmother who passed away last year.,sadness
My favorite childhood memory is just a distant memory now.,sadness
I'm in disbelief.,surprise
You are the only one that I can't talk to,mistrust
"I'm at my wit's end, I don't know how much more I can take of your lies.",anger
I don't want to touch that.,disgust
I can't believe they did something so disgusting!,disgust
I'm angry that you didn't tell me about this sooner.,anger
I'm going to collapse if I don't get out of here.,fear
I just got back from the most incredible vacation and I'm so grateful for the experience!,joy
"My favorite food is pasta, it's just fine.",neutral
It's ridiculous how much money we waste on useless things.,anger
My favorite artist is releasing a new album and I'm eagerly anticipating its release.,anticipation
I'm counting down the minutes until we leave for the beach vacation.,anticipation
This movie is so disgusting,disgust
I'm not really good at sports.,neutral
I'm so tired of feeling so alone.,sadness
I'm so sad today.,sadness
I wish I could be more like my friend who seems to have it all together.,sadness
What did I just see?,surprise
I have faith in my abilities to overcome any obstacle.,trust
How many times do I have to remind you to do something?,anger
I've got my ticket ready for the upcoming music festival.,anticipation
"Don't touch that, it's disgusting!",disgust
I could never have predicted this.,surprise
My friend just asked me to marry him!,surprise
You're a terrible partner,mistrust
"I've been patient, but now I'm fed up with your nonsense!",anger
"You're always leaving me to do all the work, it's unfair.",anger
My heart is racing with anticipation.,anticipation
I'm so sick of hearing that song.,disgust
I'm so grateful for that amazing surprise!,joy
I'm just going through the motions.,sadness
My colleague is reliable and dependable.,trust
Your presence in my life makes me feel insecure,mistrust
I'm really looking forward to meeting the new boss.,anticipation
I'm still trying to wrap my head around it.,surprise
"I swear, every time I turn around, you're making another mistake.",anger
I cannot believe I just saw that disgusting thing.,disgust
The way he talks to me is disgusting.,disgust
"Ugh, I can't believe I saw that.",disgust
"Ugh, this is disgusting!",disgust
"Oh no, it's a snake in the garden!",fear
This is a nightmare and I'm going to wake up any minute.,fear
I'm going to lose control.,fear
"The new policy is fine, I don't really mind.",neutral
I didn't believe it!,surprise
They're never looking out for me.,mistrust
I'm angry because you didn't consider my feelings.,anger
I'm at the end of my rope with your constant criticism.,anger
I can't believe I ate this disgusting meal.,disgust
"I'm disgusted by the way some people treat their pets, it's like they have no heart.",disgust
I would rather eat a bug than eat that again.,disgust
The new policy is just a minor adjustment.,neutral
"That's a nice day, I suppose.",neutral
My car just drove away by itself.,surprise
I'm really looking forward to the weekend when we're going to have a big family picnic in the park.,anticipation
The surprise party for my friend is going to be so much fun.,anticipation
His behavior is so disgusting.,disgust
"Whoa, did you see that?",surprise
This is not what I was expecting.,surprise
I feel safe with her around.,trust
I feel disgust every time I see that picture.,disgust
I'm so nervous I can't even think straight.,fear
"My favorite holiday is Christmas, but I also like Thanksgiving.",neutral
The idea of traveling to Japan for the first time is thrilling me.,anticipation
Is this real life?,surprise
Did they really just do that?,surprise
I won the lottery.,surprise
I just got a call from my long-lost brother.,surprise
You're never willing to listen to me,mistrust
"I've been studying for this exam for weeks, I'm sure I'm going to ace it.",anticipation
I'm so excited for my summer vacation to the beach.,anticipation
Get it away from me!,disgust
I'm not really excited or upset about the news.,neutral
I'm counting on you to get this done.,trust
You're the one person I know who always keeps their promises.,trust
I've been waiting for this movie to come out for months!,anticipation
The holidays are just around the corner and I'm already making a list of gifts I want to buy.,anticipation
This is an absolute mess.,disgust
I'm so grossed out by this cockroach infestation.,disgust
I'm going to have a heart attack,fear
I'm just going to the store.,neutral
"The suspense is killing me, I hope I get the job offer soon.",anticipation
What if we get lost in the woods?,fear
I don't know what's happening but I don't like it.,fear
I'm still grieving the loss of my best friend.,sadness
I'm going to be in danger.,fear
"I feel like I'm drowning in a sea of sorrow, I've lost my mother and I don't know how to cope.",sadness
What did he just say?!,surprise
"You're just like your father, always so selfish.",anger
"I'm so sick of your excuses, just admit you're wrong.",anger
He's such a creep.,disgust
I've been checking the calendar for weeks.,anticipation
What if they find out what we're doing here?,fear
"I don't know if I can handle this, I'm really afraid.",fear
My new puppy is the best thing that has ever happened to me.,joy
"I'm completely stunned, I've never seen anything like that!",surprise
You're kidding me!,surprise
"The summer vacation is just around the corner, and I'm already planning my trip!",anticipation
"Life is so good, I just got a promotion and a raise!",joy
I'm so angry at myself for not being able to save my mom.,sadness
"I'm trying to make sense of why this had to happen, but it's like trying to grasp a fistful of sand, it slips right through my fingers.",sadness
I believe you can handle this situation.,trust
The weather is nice today.,neutral
It's hard to find the strength to keep going,sadness
"I'm speechless, I don't know how to react.",surprise
Did I really just see a UFO?,surprise
My birthday is tomorrow and I'm already planning out my outfit for the party tonight.,anticipation
My life is going to end here.,fear
I finally finished my thesis and I'm graduating!,joy
The traffic was normal.,neutral
I wish I could turn back time,sadness
I'm still trying to process the news that my family is moving to a new country.,sadness
This is incredible news!,surprise
I'm still trying to believe that I just got a call from the president's office!,surprise
"Oh my god, did you just see that?",surprise
I've been practicing my guitar for weeks and I'm ready for the school talent show!,anticipation
The way he talks to his children is disgusting.,disgust
I am so happy today.,joy
I'm so grateful for this amazing day!,joy
I can't believe I got an A in that class!,surprise
I appreciate how you always listen to me.,trust
I just saw the most disgusting thing in my life.,disgust
I'm anxious about the possibility of getting sick.,fear
I just got a promotion and I'm loving my new role.,joy
My team won the championship!,joy
I just got a raise at work.,joy
The new policy doesn't really affect me.,neutral
I don't have any strong feelings about this new policy.,neutral
My parents are getting divorced.,sadness
I'm still trying to process the news that my mom has cancer.,sadness
My mom has been in the hospital for weeks and I'm worried I'll lose her.,sadness
I regret not telling my loved one how I truly felt before they left.,sadness
I've heard great things about that new hiking trail and I'm eager to explore it.,anticipation
My family is going on a road trip this summer and I'm so stoked to be driving across the country.,anticipation
I feel disgusting after eating that food.,disgust
I can't believe they did that,disgust
I've never felt this kind of fear before.,fear
I know they will always be honest with me.,trust
She is a loyal friend.,trust
You are a great listener.,trust
This is disgusting.,disgust
"Oh no, this is terrible.",fear
I'm going to be a nervous wreck,fear
My day was average.,neutral
"The new employee is nice, but I don't really know",neutral
I'm so lost and alone.,sadness
I'm in shock.,surprise
"Oh my gosh, I just won the lottery.",surprise
Did he really just do that?!,surprise
I'm counting down the seconds until the weekend arrives.,anticipation
"This food is disgusting, I'm not eating it!",disgust
I just got the job offer I've been waiting for and I'm over the moon!,joy
I feel like I've lost myself.,sadness
Your words always make me feel better.,trust
The summer camp is going to be an adventure.,anticipation
I'm super stoked for the new season of my favorite TV show.,anticipation
I'm disgusted by the way they're running this company.,disgust
What a revolting sight!,disgust
I'm disgusted by the smell in this room.,disgust
I love my new bike!,joy
I'm not really interested in going to that concert.,neutral
I believe you can make it happen.,trust
I believe that he will always be honest with me.,trust
The new video game comes out in just a week!,anticipation
The smell from this dumpster is making me gag!,disgust
"That's disgusting, I can't believe they ate that rotten food.",disgust
I'm not really excited about the new video game release.,neutral
I'm still trying to process everything that happened during the fire.,sadness
I just found out that my childhood hero is speaking at my school tomorrow!,surprise
"I'm still trying to process this news, it's a game-changer!",surprise
You're someone I can rely on to keep secrets.,trust
I've been waiting for this concert for months.,anticipation
I'm disgusted by the way he's always lying,disgust
I'm feeling really low because my favorite book series ended.,sadness
I feel like I'm just pretending to be okay when I'm really falling apart.,sadness
I just can't believe it's over.,sadness
I am forever lost without you.,sadness
My birthday is in three weeks.,anticipation
I'm so excited to start my new job on Monday.,anticipation
I just found out I'm having a baby.,joy
I'm going to be a father for the first time.,joy
"I'm not really interested in sports, but I can watch a game if my friends are.",neutral
You are the only person I feel comfortable telling everything to.,trust
My brother will always have my back.,trust
I'm sick of your excuses!,anger
This weather is awful.,disgust
This disgusting soup is ruining my appetite.,disgust
I'm watching a movie with friends.,neutral
"The movie was just average, nothing special.",neutral
I feel like I'm going crazy because I've been stuck in this small town for years.,sadness
I never would have predicted this.,surprise
You're completely out of line!,anger
I'm so excited for the new Marvel movie that comes out this Friday.,anticipation
"The weather is nice today, but I don't mind if it rains.",neutral
I'm just not myself anymore since the loss.,sadness
I lost my favorite childhood book.,sadness
"Wow, this is unbelievable!",surprise
I know they would never intentionally hurt me.,trust
You're just pretending to care about me.,anger
"My favorite food is pizza, I guess.",neutral
My mom passed away last week and it's been really tough.,sadness
Your expertise and knowledge make me trust your decisions.,trust
I don't trust that she will make the right choice,mistrust
I'll never forgive you for this!,anger
I've heard the new restaurant in town is amazing - I'm dying to try it out.,anticipation
I'm counting down the minutes until the concert starts.,anticipation
This dirty habit is disgusting!,disgust
"My favorite sports team is average, not super good or super bad.",neutral
I feel like I'm not good enough for anyone.,sadness
"I just got a letter from my ex, and it's making me feel really down.",sadness
The smell of my grandma's cooking brings back tears.,sadness
"I'm so excited to start my new job on Monday, I've been preparing for months.",anticipation
I've been saving up money for months to buy that new laptop I've been eyeing.,anticipation
